Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[OVER]	GO:1902895	positive regulation of miRNA transcription	BIOLOGICAL_PROCESS	0.023373892262758714	2.156782163377399E-5	8	174	135	22253	OG0047525;OG0033303;OG0086787;OG0069027;OG0007248;OG0085246;OG0039483;OG0040935
[OVER]	GO:0043542	endothelial cell migration	BIOLOGICAL_PROCESS	0.025870189635319764	2.906063186186927E-5	18	923	125	21504	OG0047525;OG0041124;OG0010926;OG0049420;OG0025293;OG0084941;OG0033303;OG0086787;OG0057652;OG0058521;OG0005862;OG0088329;OG0003584;OG0021528;OG0002676;OG0041119;OG0069928;OG0039483
[OVER]	GO:0002042	cell migration involved in sprouting angiogenesis	BIOLOGICAL_PROCESS	0.025870189635319764	2.5552232218644943E-5	9	234	134	22193	OG0047525;OG0033303;OG0086787;OG0005862;OG0010926;OG0049420;OG0021528;OG0041119;OG0069928
[OVER]	GO:0072303	positive regulation of glomerular metanephric mesangial cell proliferation	BIOLOGICAL_PROCESS	0.025870189635319764	2.8928222785871235E-5	3	7	140	22420	OG0047525;OG0033303;OG0086787
[OVER]	GO:0021664	rhombomere 5 morphogenesis	BIOLOGICAL_PROCESS	0.031051538193276964	3.959159399966417E-5	3	8	140	22419	OG0047525;OG0033303;OG0086787
[OVER]	GO:0047323	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity	MOLECULAR_FUNCTION	0.031051538193276964	3.98639662274277E-5	2	0	141	22427	OG0049881;OG0030302
[OVER]	GO:0009927	histidine phosphotransfer kinase activity	MOLECULAR_FUNCTION	0.031051538193276964	3.98639662274277E-5	2	0	141	22427	OG0049881;OG0030302
[OVER]	GO:0006910	phagocytosis, recognition	BIOLOGICAL_PROCESS	0.03120816085090472	4.256910330300732E-5	5	56	138	22371	OG0002676;OG0057652;OG0058521;OG0088329;OG0003584
[OVER]	GO:0001530	lipopolysaccharide binding	MOLECULAR_FUNCTION	0.03120816085090472	4.256910330300732E-5	5	56	138	22371	OG0002676;OG0057652;OG0058521;OG0088329;OG0003584
[OVER]	GO:0098759	cellular response to interleukin-8	BIOLOGICAL_PROCESS	0.03358217413900909	5.254372107122501E-5	3	9	140	22418	OG0047525;OG0033303;OG0086787
[OVER]	GO:0007517	muscle organ development	BIOLOGICAL_PROCESS	0.03485223398281627	5.592912458126658E-5	25	1662	118	20765	OG0069027;OG0025245;OG0014676;OG0056994;OG0010334;OG0007248;OG0005862;OG0030004;OG0003584;OG0002676;OG0007403;OG0008559;OG0040935;OG0047525;OG0088197;OG0049420;OG0085246;OG0033303;OG0086787;OG0057652;OG0058521;OG0088329;OG0032675;OG0030651;OG0040325
[OVER]	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	BIOLOGICAL_PROCESS	0.03520989982069524	5.791566607752968E-5	5	60	138	22367	OG0002676;OG0057652;OG0058521;OG0088329;OG0003584
[OVER]	GO:0097009	energy homeostasis	BIOLOGICAL_PROCESS	0.03574600818039244	6.023157921754323E-5	7	148	136	22279	OG0049566;OG0005862;OG0012000;OG0023020;OG0049420;OG0040325;OG0048152
[OVER]	GO:0021658	rhombomere 3 morphogenesis	BIOLOGICAL_PROCESS	0.03941195532340288	6.798981300274107E-5	3	10	140	22417	OG0047525;OG0033303;OG0086787
[OVER]	GO:0140110	transcription regulator activity	MOLECULAR_FUNCTION	0.04050742971436773	7.150473029897216E-5	32	2459	111	19968	OG0049814;OG0069027;OG0015366;OG0044148;OG0014676;OG0087970;OG0056994;OG0059862;OG0088558;OG0007248;OG0005862;OG0002034;OG0001023;OG0044813;OG0007403;OG0008559;OG0040935;OG0047525;OG0040872;OG0049420;OG0085246;OG0027592;OG0083483;OG0025293;OG0002063;OG0033303;OG0086787;OG0032113;OG0030651;OG0040325;OG0039168;OG0039483
[OVER]	GO:0071506	cellular response to mycophenolic acid	BIOLOGICAL_PROCESS	0.04567874531126382	8.613098891235656E-5	3	11	140	22416	OG0047525;OG0033303;OG0086787
[OVER]	GO:0044729	hemi-methylated DNA-binding	MOLECULAR_FUNCTION	0.04567874531126382	8.613098891235656E-5	3	11	140	22416	OG0047525;OG0033303;OG0086787
