Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[OVER]	GO:0044648	histone H3-K4 dimethylation	BIOLOGICAL_PROCESS	1.5538595495070786E-6	2.9922674466958106E-9	9	21	420	22120	OG0005252;OG0001093;OG0002619;OG0015455;OG0049892;OG0006844;OG0004103;OG0039168;OG0030845
[OVER]	GO:0097692	histone H3-K4 monomethylation	BIOLOGICAL_PROCESS	1.5538595495070786E-6	2.9922674466958106E-9	9	21	420	22120	OG0005252;OG0001093;OG0002619;OG0015455;OG0049892;OG0006844;OG0004103;OG0039168;OG0030845
[OVER]	GO:0031290	retinal ganglion cell axon guidance	BIOLOGICAL_PROCESS	1.8583735520921206E-6	4.562251574468825E-9	22	234	407	21907	OG0072896;OG0018696;OG0048854;OG0015876;OG0054857;OG0017965;OG0067153;OG0038509;OG0013920;OG0014827;OG0011566;OG0011775;OG0038527;OG0085357;OG0002494;OG0056018;OG0007300;OG0030090;OG0082945;OG0001587;OG0010191;OG0012061
[OVER]	GO:1904109	positive regulation of cholesterol import	BIOLOGICAL_PROCESS	2.8374444765599545E-6	8.423770009846612E-9	7	9	422	22132	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0043194	axon initial segment	CELLULAR_COMPONENT	2.85358079734583E-6	8.586157417994754E-9	18	159	411	21982	OG0001515;OG0002937;OG0045673;OG0002903;OG0017965;OG0045473;OG0038509;OG0090714;OG0055557;OG0005045;OG0056018;OG0007300;OG0004216;OG0005413;OG0036471;OG0003724;OG0002008;OG0060617
[OVER]	GO:0086046	membrane depolarization during SA node cell action potential	BIOLOGICAL_PROCESS	4.172201301938977E-6	1.3390680580723667E-8	13	76	416	22065	OG0002937;OG0045673;OG0002903;OG0030336;OG0045473;OG0090714;OG0055557;OG0006223;OG0005045;OG0085838;OG0005413;OG0036471;OG0060617
[OVER]	GO:0035373	chondroitin sulfate proteoglycan binding	MOLECULAR_FUNCTION	6.205069740691476E-6	2.190668928752507E-8	11	51	418	22090	OG0013920;OG0011566;OG0011775;OG0038527;OG0085357;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587;OG0010191
[OVER]	GO:1905167	positive regulation of lysosomal protein catabolic process	BIOLOGICAL_PROCESS	8.891520920446888E-6	3.53149551121015E-8	7	12	422	22129	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0048694	positive regulation of collateral sprouting of injured axon	BIOLOGICAL_PROCESS	8.891520920446888E-6	3.53149551121015E-8	7	12	422	22129	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0042301	phosphate ion binding	MOLECULAR_FUNCTION	1.1665708131744544E-5	4.9609446440059445E-8	13	86	416	22055	OG0018696;OG0048854;OG0089101;OG0008136;OG0013920;OG0011566;OG0011775;OG0038527;OG0085357;OG0039229;OG0056029;OG0030090;OG0001587
[OVER]	GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	MOLECULAR_FUNCTION	1.5826461051807715E-5	7.1747977968959E-8	12	73	417	22068	OG0013920;OG0011566;OG0011775;OG0038527;OG0085357;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587;OG0010191;OG0012061
[OVER]	GO:0016323	basolateral plasma membrane	CELLULAR_COMPONENT	1.605135891034443E-5	7.341149465535044E-8	48	1050	381	21091	OG0067288;OG0041010;OG0056603;OG0054868;OG0030336;OG0045473;OG0038606;OG0037635;OG0004590;OG0030268;OG0002232;OG0005045;OG0032124;OG0002212;OG0057040;OG0004216;OG0002237;OG0022327;OG0021117;OG0056572;OG0003724;OG0021875;OG0021874;OG0067215;OG0016884;OG0014023;OG0070423;OG0044852;OG0030986;OG0067471;OG0005290;OG0006001;OG0032116;OG0000283;OG0006223;OG0055710;OG0005134;OG0024916;OG0085838;OG0057193;OG0005413;OG0021646;OG0021789;OG0022833;OG0018361;OG0036471;OG0022539;OG0039241
[OVER]	GO:0038116	chemokine (C-C motif) ligand 21 signaling pathway	BIOLOGICAL_PROCESS	1.6944950540568435E-5	7.88579901591085E-8	7	14	422	22127	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	BIOLOGICAL_PROCESS	1.7802150417851192E-5	8.584146946199668E-8	8	23	421	22118	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0012061;OG0022327
[OVER]	GO:0033268	node of Ranvier	CELLULAR_COMPONENT	1.8556733954371746E-5	9.082570578646204E-8	15	127	414	22014	OG0002937;OG0045673;OG0002903;OG0017965;OG0045473;OG0038509;OG0090714;OG0055557;OG0005045;OG0056018;OG0007300;OG0004216;OG0005413;OG0036471;OG0060617
[OVER]	GO:0051387	negative regulation of neurotrophin TRK receptor signaling pathway	BIOLOGICAL_PROCESS	2.133606606092294E-5	1.0785301787997635E-7	10	47	419	22094	OG0013920;OG0011566;OG0011775;OG0038527;OG0085357;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0030644	intracellular chloride ion homeostasis	BIOLOGICAL_PROCESS	2.1530073201737954E-5	1.1315251502157072E-7	13	93	416	22048	OG0024497;OG0045512;OG0056603;OG0010119;OG0010986;OG0004211;OG0005876;OG0005726;OG0021789;OG0002237;OG0018361;OG0056572;OG0039241
[OVER]	GO:0005041	low-density lipoprotein particle receptor activity	MOLECULAR_FUNCTION	2.1530073201737954E-5	1.1256465754781058E-7	8	24	421	22117	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0005698;OG0022327
[OVER]	GO:0045467	R7 cell development	BIOLOGICAL_PROCESS	2.212030305948037E-5	1.1714194029733646E-7	9	35	420	22106	OG0011566;OG0011775;OG0038527;OG0018696;OG0048854;OG0030090;OG0015876;OG0054857;OG0001587
[OVER]	GO:0051965	positive regulation of synapse assembly	BIOLOGICAL_PROCESS	2.3767095983047998E-5	1.2681632695760988E-7	29	472	400	21669	OG0015143;OG0018696;OG0056603;OG0030336;OG0038749;OG0013920;OG0011566;OG0038527;OG0004275;OG0031872;OG0003584;OG0013285;OG0001587;OG0002237;OG0056572;OG0048854;OG0014203;OG0054757;OG0054484;OG0011775;OG0057652;OG0058521;OG0039229;OG0088329;OG0006223;OG0030090;OG0044669;OG0018361;OG0039241
[OVER]	GO:0090188	negative regulation of pancreatic juice secretion	BIOLOGICAL_PROCESS	2.8042548529808415E-5	1.6087958115071023E-7	7	16	422	22125	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:0097022	lymphocyte migration into lymph node	BIOLOGICAL_PROCESS	2.8042548529808415E-5	1.6087958115071023E-7	7	16	422	22125	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:0033270	paranode region of axon	CELLULAR_COMPONENT	2.9529653352090672E-5	1.7059576677770428E-7	16	154	413	21987	OG0020365;OG0002937;OG0045673;OG0002903;OG0030986;OG0017965;OG0045473;OG0038509;OG0090714;OG0055557;OG0005045;OG0056018;OG0007300;OG0005413;OG0036471;OG0060617
[OVER]	GO:0150093	amyloid-beta clearance by transcytosis	BIOLOGICAL_PROCESS	3.14401280576504E-5	1.8793946403714635E-7	8	26	421	22115	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0087104;OG0022327
[OVER]	GO:1903288	positive regulation of potassium ion import across plasma membrane	BIOLOGICAL_PROCESS	3.6880723429597286E-5	2.2342089536504813E-7	7	17	422	22124	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:2000160	negative regulation of planar cell polarity pathway involved in heart morphogenesis	BIOLOGICAL_PROCESS	4.7258536269506456E-5	3.052485091627433E-7	7	18	422	22123	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0070294	renal sodium ion absorption	BIOLOGICAL_PROCESS	4.802256305847102E-5	3.121100543798566E-7	9	40	420	22101	OG0000714;OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0021117;OG0010986
[OVER]	GO:1900223	positive regulation of amyloid-beta clearance	BIOLOGICAL_PROCESS	5.728807086458313E-5	3.801765950446888E-7	8	29	421	22112	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0054868;OG0022327
[OVER]	GO:0014069	postsynaptic density	CELLULAR_COMPONENT	5.728807086458313E-5	3.8361447145428113E-7	61	1583	368	20558	OG0070557;OG0072896;OG0056603;OG0030336;OG0045473;OG0003161;OG0008136;OG0038749;OG0055682;OG0031872;OG0006794;OG0021734;OG0002237;OG0056572;OG0020365;OG0044399;OG0068349;OG0030986;OG0033815;OG0014203;OG0057652;OG0030113;OG0000283;OG0012300;OG0088329;OG0054621;OG0006223;OG0036178;OG0002587;OG0005413;OG0044669;OG0021646;OG0018361;OG0039241;OG0067288;OG0015124;OG0071826;OG0004275;OG0005045;OG0003584;OG0002212;OG0039653;OG0046739;OG0021759;OG0029735;OG0022327;OG0040517;OG0003606;OG0046357;OG0025879;OG0021875;OG0021874;OG0032428;OG0054757;OG0048051;OG0054484;OG0058521;OG0032116;OG0012166;OG0036471;OG0025903
[OVER]	GO:0045162	clustering of voltage-gated sodium channels	BIOLOGICAL_PROCESS	6.519201042786858E-5	4.5246801749262873E-7	10	56	419	22085	OG0014827;OG0005045;OG0056018;OG0007300;OG0004216;OG0017965;OG0005413;OG0045473;OG0036471;OG0038509
[OVER]	GO:0042800	histone H3K4 methyltransferase activity	MOLECULAR_FUNCTION	6.519201042786858E-5	4.5246801749262873E-7	10	56	419	22085	OG0005252;OG0001093;OG0002619;OG0015455;OG0049892;OG0006844;OG0004103;OG0039168;OG0047430;OG0030845
[OVER]	GO:0014731	spectrin-associated cytoskeleton	CELLULAR_COMPONENT	7.00176451990721E-5	4.943876095256635E-7	12	89	417	22052	OG0003606;OG0055682;OG0012300;OG0005045;OG0012166;OG0030986;OG0004216;OG0005413;OG0045473;OG0021646;OG0021734;OG0036471
[OVER]	GO:0016529	sarcoplasmic reticulum	CELLULAR_COMPONENT	7.05981555410279E-5	5.013188450117122E-7	20	261	409	21880	OG0003606;OG0022694;OG0033815;OG0056714;OG0030336;OG0025272;OG0045473;OG0044493;OG0055917;OG0033225;OG0055682;OG0012300;OG0010461;OG0006223;OG0005045;OG0012166;OG0004216;OG0005413;OG0021734;OG0036471
[OVER]	GO:0005509	calcium ion binding	MOLECULAR_FUNCTION	7.323786229423895E-5	5.230016644617882E-7	54	1340	375	20801	OG0073305;OG0074357;OG0056603;OG0015864;OG0089579;OG0055917;OG0008136;OG0038749;OG0008377;OG0032124;OG0006794;OG0002237;OG0026949;OG0056572;OG0041088;OG0014203;OG0054857;OG0025174;OG0089736;OG0005333;OG0000283;OG0005698;OG0082945;OG0044669;OG0021646;OG0018361;OG0020755;OG0040747;OG0039241;OG0048045;OG0033314;OG0002494;OG0091869;OG0002212;OG0044913;OG0022327;OG0058098;OG0004559;OG0072645;OG0071553;OG0021875;OG0040010;OG0021874;OG0014023;OG0054757;OG0015876;OG0025272;OG0044493;OG0018508;OG0082570;OG0054484;OG0032116;OG0010461;OG0001275
[OVER]	GO:1901631	positive regulation of presynaptic membrane organization	BIOLOGICAL_PROCESS	9.187043964536711E-5	6.966024670213587E-7	6	12	423	22129	OG0002212;OG0021875;OG0021874;OG0032116;OG0000283;OG0022327
[OVER]	GO:0044335	canonical Wnt signaling pathway involved in neural crest cell differentiation	BIOLOGICAL_PROCESS	9.389488855999115E-5	7.157196833185557E-7	7	21	422	22120	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0030971	receptor tyrosine kinase binding	MOLECULAR_FUNCTION	1.406567877696742E-4	1.168095766200857E-6	22	329	407	21812	OG0021875;OG0021874;OG0017574;OG0025872;OG0018696;OG0048854;OG0013920;OG0011566;OG0011775;OG0038527;OG0003151;OG0085357;OG0089736;OG0032116;OG0090988;OG0039229;OG0000283;OG0002212;OG0030090;OG0013285;OG0001587;OG0022327
[OVER]	GO:0007231	osmosensory signaling pathway	BIOLOGICAL_PROCESS	1.4100954852428024E-4	1.190835695795996E-6	7	23	422	22118	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:0043395	heparan sulfate proteoglycan binding	MOLECULAR_FUNCTION	1.4485494911015568E-4	1.232016737998596E-6	13	117	416	22024	OG0018696;OG0048854;OG0011566;OG0011775;OG0038527;OG0032116;OG0039229;OG0000283;OG0032124;OG0002212;OG0030090;OG0001587;OG0022327
[OVER]	GO:0014704	intercalated disc	CELLULAR_COMPONENT	1.689313003519986E-4	1.4638995777915308E-6	24	389	405	21752	OG0003606;OG0067288;OG0002937;OG0045673;OG0002903;OG0022694;OG0033815;OG0045473;OG0090714;OG0089736;OG0030113;OG0005124;OG0012300;OG0055557;OG0005045;OG0012166;OG0004216;OG0005413;OG0021646;OG0021734;OG0022833;OG0021117;OG0036471;OG0060617
[OVER]	GO:0002265	astrocyte activation involved in immune response	BIOLOGICAL_PROCESS	1.7300995717118797E-4	1.513125678541241E-6	7	24	422	22117	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:1900149	positive regulation of Schwann cell migration	BIOLOGICAL_PROCESS	1.7521122670708194E-4	1.5534655019764546E-6	8	36	421	22105	OG0021875;OG0038527;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0034164	negative regulation of toll-like receptor 9 signaling pathway	BIOLOGICAL_PROCESS	1.7521122670708194E-4	1.5534655019764546E-6	8	36	421	22105	OG0011566;OG0011775;OG0038527;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0008332	low voltage-gated calcium channel activity	MOLECULAR_FUNCTION	1.8039868510954545E-4	1.6139335143797093E-6	9	50	420	22091	OG0002937;OG0090714;OG0006223;OG0056603;OG0030336;OG0002237;OG0018361;OG0056572;OG0039241
[OVER]	GO:0005912	adherens junction	CELLULAR_COMPONENT	1.8099477144204853E-4	1.633752712505393E-6	35	728	394	21413	OG0067288;OG0048224;OG0022694;OG0070557;OG0024497;OG0045512;OG0018696;OG0010986;OG0013920;OG0011566;OG0011126;OG0004211;OG0032289;OG0046739;OG0001587;OG0005726;OG0010191;OG0003724;OG0044399;OG0070423;OG0048854;OG0015876;OG0054857;OG0010119;OG0048051;OG0025174;OG0011775;OG0085357;OG0086706;OG0039229;OG0005876;OG0030090;OG0012061;OG0020755;OG0022539
[OVER]	GO:0021817	nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration	BIOLOGICAL_PROCESS	2.05773630994501E-4	1.9400145744887962E-6	6	15	423	22126	OG0003606;OG0033815;OG0055682;OG0021734;OG0012300;OG0012166
[OVER]	GO:0031022	nuclear migration along microfilament	BIOLOGICAL_PROCESS	2.05773630994501E-4	1.9400145744887962E-6	6	15	423	22126	OG0003606;OG0033815;OG0055682;OG0021734;OG0012300;OG0012166
[OVER]	GO:0071923	negative regulation of cohesin loading	BIOLOGICAL_PROCESS	2.05773630994501E-4	1.9400145744887962E-6	6	15	423	22126	OG0006760;OG0000171;OG0031471;OG0011080;OG0004265;OG0038273
[OVER]	GO:0035374	chondroitin sulfate binding	MOLECULAR_FUNCTION	2.05773630994501E-4	1.918790242626909E-6	11	84	418	22057	OG0013920;OG0011566;OG0011775;OG0038527;OG0089736;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587;OG0070728
[OVER]	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	BIOLOGICAL_PROCESS	2.2928252651313198E-4	2.2076468893184496E-6	12	104	417	22037	OG0004211;OG0024497;OG0045512;OG0005045;OG0005876;OG0004216;OG0005413;OG0005726;OG0010119;OG0045473;OG0036471;OG0010986
[OVER]	GO:1903386	negative regulation of homophilic cell adhesion	BIOLOGICAL_PROCESS	2.4104257078985647E-4	2.378900441880153E-6	7	26	422	22115	OG0011566;OG0011775;OG0038527;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0150094	amyloid-beta clearance by cellular catabolic process	BIOLOGICAL_PROCESS	2.5657706663928585E-4	2.6222663213926785E-6	8	39	421	22102	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0054868;OG0022327
[OVER]	GO:0106363	protein-cysteine methyltransferase activity	MOLECULAR_FUNCTION	2.5657706663928585E-4	2.6248556524519735E-6	6	16	423	22125	OG0015455;OG0049892;OG0001093;OG0004103;OG0002619;OG0030845
[OVER]	GO:0140444	cytoskeleton-nuclear membrane anchor activity	MOLECULAR_FUNCTION	2.5657706663928585E-4	2.6248556524519735E-6	6	16	423	22125	OG0003606;OG0033815;OG0055682;OG0021734;OG0012300;OG0012166
[OVER]	GO:0005925	focal adhesion	CELLULAR_COMPONENT	2.591752436417081E-4	2.661833522116556E-6	36	778	393	21363	OG0049713;OG0048224;OG0022694;OG0018696;OG0019126;OG0048045;OG0015864;OG0055682;OG0011566;OG0038527;OG0004275;OG0003584;OG0020868;OG0013285;OG0001587;OG0021734;OG0003606;OG0048854;OG0030986;OG0033815;OG0011775;OG0057652;OG0058521;OG0089736;OG0030113;OG0039229;OG0012300;OG0088329;OG0012166;OG0030090;OG0013272;OG0021646;OG0040966;OG0012061;OG0057331;OG0002625
[OVER]	GO:0015643	toxic substance binding	MOLECULAR_FUNCTION	2.671762150325272E-4	2.7868818064854797E-6	10	70	419	22071	OG0038749;OG0054484;OG0004398;OG0010461;OG0014203;OG0054757;OG0044669;OG0025272;OG0044493;OG0055917
[OVER]	GO:0051481	negative regulation of cytosolic calcium ion concentration	BIOLOGICAL_PROCESS	2.7423250467078505E-4	2.893490681554059E-6	12	107	417	22034	OG0021875;OG0021874;OG0032116;OG0000283;OG0014023;OG0010461;OG0032124;OG0002212;OG0025272;OG0044493;OG0022327;OG0055917
[OVER]	GO:0051569	regulation of histone H3-K4 methylation	BIOLOGICAL_PROCESS	2.7423250467078505E-4	2.893490681554059E-6	12	107	417	22034	OG0001093;OG0067288;OG0024699;OG0002619;OG0015455;OG0049892;OG0074145;OG0004216;OG0006844;OG0004103;OG0030845;OG0044419
[OVER]	GO:0019869	chloride channel inhibitor activity	MOLECULAR_FUNCTION	2.771890997262356E-4	2.946927362089883E-6	7	27	422	22114	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:0016057	regulation of membrane potential in photoreceptor cell	BIOLOGICAL_PROCESS	2.9849710936527486E-4	3.252825754503477E-6	9	55	420	22086	OG0006001;OG0038606;OG0006223;OG0056603;OG0030336;OG0002237;OG0018361;OG0056572;OG0039241
[OVER]	GO:0019903	protein phosphatase binding	MOLECULAR_FUNCTION	2.9849710936527486E-4	3.2572901286750686E-6	35	752	394	21389	OG0067288;OG0048224;OG0049892;OG0056603;OG0030336;OG0045473;OG0038606;OG0012337;OG0012876;OG0013920;OG0088514;OG0055623;OG0005045;OG0013285;OG0010191;OG0002237;OG0056572;OG0002619;OG0014023;OG0015455;OG0067471;OG0030845;OG0006001;OG0001093;OG0030074;OG0085357;OG0006223;OG0004103;OG0005258;OG0057193;OG0005413;OG0012061;OG0018361;OG0036471;OG0039241
[OVER]	GO:0098685	Schaffer collateral - CA1 synapse	CELLULAR_COMPONENT	3.052730644169147E-4	3.3679729083949102E-6	32	655	397	21486	OG0067288;OG0018696;OG0015124;OG0066799;OG0071826;OG0056603;OG0014995;OG0056970;OG0013920;OG0011566;OG0038527;OG0056018;OG0007300;OG0021759;OG0044913;OG0001587;OG0002237;OG0056572;OG0017574;OG0046810;OG0068328;OG0048854;OG0032428;OG0067471;OG0011775;OG0039229;OG0054621;OG0055710;OG0030090;OG0036178;OG0018361;OG0039241
[OVER]	GO:0030913	paranodal junction assembly	BIOLOGICAL_PROCESS	3.135491914965606E-4	3.5007264393270336E-6	10	72	419	22069	OG0020365;OG0005045;OG0056018;OG0007300;OG0030986;OG0017965;OG0005413;OG0045473;OG0036471;OG0038509
[OVER]	GO:0061642	chemoattraction of axon	BIOLOGICAL_PROCESS	3.203042632514375E-4	3.6237584143827887E-6	7	28	422	22113	OG0021875;OG0021874;OG0032116;OG0000283;OG0032124;OG0002212;OG0022327
[OVER]	GO:0032687	negative regulation of interferon-alpha production	BIOLOGICAL_PROCESS	3.6738001122515643E-4	4.259521112255084E-6	8	42	421	22099	OG0011566;OG0011775;OG0038527;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0072156	distal tubule morphogenesis	BIOLOGICAL_PROCESS	3.7893576843643824E-4	4.4253265146475855E-6	7	29	422	22112	OG0004211;OG0024497;OG0045512;OG0005876;OG0005726;OG0010119;OG0010986
[OVER]	GO:0045296	cadherin binding	MOLECULAR_FUNCTION	3.7893576843643824E-4	4.439109539574739E-6	19	277	410	21864	OG0072645;OG0067288;OG0070423;OG0015876;OG0054857;OG0045473;OG0011820;OG0013920;OG0085357;OG0005124;OG0008155;OG0005045;OG0008377;OG0004216;OG0005413;OG0010191;OG0012061;OG0036471;OG0022539
[OVER]	GO:0097374	sensory neuron axon guidance	BIOLOGICAL_PROCESS	4.0441722052478123E-4	4.802515336409181E-6	9	58	420	22083	OG0013920;OG0011566;OG0011775;OG0038527;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0035335	peptidyl-tyrosine dephosphorylation	BIOLOGICAL_PROCESS	4.131192256971079E-4	4.972148267236314E-6	16	203	413	21938	OG0024423;OG0018696;OG0048854;OG0044250;OG0013920;OG0011566;OG0011775;OG0038527;OG0085357;OG0084642;OG0039229;OG0002232;OG0030090;OG0001587;OG0010191;OG0012061
[OVER]	GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway	BIOLOGICAL_PROCESS	4.446180264486199E-4	5.443149804586527E-6	9	59	420	22082	OG0013920;OG0011566;OG0011775;OG0085357;OG0039229;OG0018696;OG0048854;OG0030090;OG0001587
[OVER]	GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	BIOLOGICAL_PROCESS	4.795794352675756E-4	5.936305807981632E-6	6	19	423	22122	OG0015455;OG0049892;OG0006844;OG0004103;OG0030845;OG0072120
