Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[OVER]	GO:0042788	polysomal ribosome	CELLULAR_COMPONENT	4.310024746757605E-4	5.758332657611375E-7	12	82	457	22019	OG0040040;OG0026835;OG0024889;OG0026866;OG0057339;OG0014595;OG0073535;OG0054369;OG0027993;OG0006915;OG0091597;OG0057078
[OVER]	GO:0006413	translational initiation	BIOLOGICAL_PROCESS	5.844963009668758E-4	8.992250784105781E-7	20	247	449	21854	OG0040040;OG0026835;OG0014595;OG0021573;OG0057604;OG0027562;OG0014249;OG0037309;OG0068494;OG0085304;OG0031130;OG0088558;OG0054235;OG0054489;OG0089704;OG0033355;OG0054369;OG0090961;OG0059195;OG0057078
[OVER]	GO:0072303	positive regulation of glomerular metanephric mesangial cell proliferation	BIOLOGICAL_PROCESS	5.844963009668758E-4	8.770259763229083E-7	5	5	464	22096	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0098759	cellular response to interleukin-8	BIOLOGICAL_PROCESS	0.0014298880537207683	2.662949411787666E-6	5	7	464	22094	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	CELLULAR_COMPONENT	0.001670479976898316	3.246276878182962E-6	6	15	463	22086	OG0026835;OG0027993;OG0026866;OG0059195;OG0057078;OG0054369
[OVER]	GO:0071506	cellular response to mycophenolic acid	BIOLOGICAL_PROCESS	0.002974713151713703	6.5034214652850195E-6	5	9	464	22092	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0044729	hemi-methylated DNA-binding	MOLECULAR_FUNCTION	0.002974713151713703	6.5034214652850195E-6	5	9	464	22092	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0005746	mitochondrial respirasome	CELLULAR_COMPONENT	0.003841865839266056	8.554761990268546E-6	10	73	459	22028	OG0070400;OG0072335;OG0008682;OG0022265;OG0047863;OG0090711;OG0070566;OG0072392;OG0059162;OG0087996
[OVER]	GO:0003729	mRNA binding	MOLECULAR_FUNCTION	0.005286404624922789	1.2199395288283359E-5	36	761	433	21340	OG0040040;OG0027901;OG0026479;OG0014595;OG0013919;OG0044284;OG0005281;OG0017868;OG0037309;OG0068494;OG0017208;OG0040061;OG0031790;OG0089704;OG0039792;OG0020325;OG0006915;OG0038561;OG0071752;OG0024889;OG0069179;OG0022106;OG0026866;OG0021573;OG0027993;OG0027177;OG0014249;OG0082621;OG0007573;OG0013214;OG0057339;OG0054369;OG0091597;OG0001457;OG0057078;OG0001459
[OVER]	GO:0022613	ribonucleoprotein complex biogenesis	BIOLOGICAL_PROCESS	0.007139798411627735	1.763270053074056E-5	38	839	431	21262	OG0040040;OG0026835;OG0025743;OG0014595;OG0027562;OG0044284;OG0068494;OG0091809;OG0031329;OG0031790;OG0031130;OG0088558;OG0089704;OG0085949;OG0039792;OG0020325;OG0038561;OG0071752;OG0024889;OG0022106;OG0072444;OG0026866;OG0073535;OG0014249;OG0084398;OG0031814;OG0047087;OG0011634;OG0082621;OG0013214;OG0007017;OG0057339;OG0054489;OG0060258;OG0054369;OG0059195;OG0001457;OG0057078
[OVER]	GO:0032869	cellular response to insulin stimulus	BIOLOGICAL_PROCESS	0.007139798411627735	1.7553107445563246E-5	46	1104	423	20997	OG0069225;OG0066590;OG0059280;OG0025743;OG0073920;OG0023020;OG0069680;OG0055758;OG0088088;OG0017704;OG0030812;OG0031329;OG0008510;OG0060546;OG0085304;OG0059963;OG0054550;OG0066923;OG0054235;OG0030980;OG0054732;OG0011681;OG0002236;OG0036123;OG0020325;OG0000899;OG0045322;OG0047525;OG0047301;OG0072207;OG0045720;OG0017898;OG0008062;OG0030588;OG0027177;OG0014249;OG0036729;OG0025293;OG0083577;OG0033303;OG0086787;OG0013214;OG0060478;OG0020758;OG0021528;OG0067748
[OVER]	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	BIOLOGICAL_PROCESS	0.007343984755731238	1.909041107775795E-5	5	12	464	22089	OG0070400;OG0072335;OG0072392;OG0008280;OG0070566
[OVER]	GO:0009991	response to extracellular stimulus	BIOLOGICAL_PROCESS	0.009241788557120687	2.6885868953608878E-5	82	2443	387	19658	OG0001737;OG0045397;OG0025743;OG0013919;OG0011815;OG0055758;OG0088088;OG0084486;OG0060546;OG0036725;OG0056378;OG0086655;OG0007248;OG0005862;OG0066923;OG0054235;OG0089529;OG0030980;OG0020769;OG0002236;OG0036123;OG0037373;OG0020768;OG0049566;OG0015211;OG0046612;OG0049881;OG0060064;OG0030302;OG0083480;OG0036729;OG0025293;OG0068463;OG0084600;OG0033303;OG0086787;OG0031400;OG0083315;OG0029887;OG0090961;OG0019054;OG0020999;OG0069027;OG0049577;OG0015686;OG0023020;OG0027784;OG0026099;OG0017704;OG0086200;OG0031329;OG0008510;OG0085304;OG0054732;OG0033355;OG0011681;OG0021759;OG0002532;OG0071472;OG0000899;OG0047525;OG0049863;OG0073015;OG0072207;OG0025356;OG0008062;OG0018944;OG0049420;OG0071759;OG0085246;OG0047087;OG0083577;OG0010743;OG0056265;OG0085632;OG0060478;OG0030651;OG0040763;OG0067748;OG0022833;OG0069928;OG0006208
[OVER]	GO:1903121	regulation of TRAIL-activated apoptotic signaling pathway	BIOLOGICAL_PROCESS	0.010449580108721193	3.500165823436741E-5	4	6	465	22095	OG0090961;OG0039792;OG0033355;OG0031329
[OVER]	GO:0021665	rhombomere 5 structural organization	BIOLOGICAL_PROCESS	0.010449580108721193	3.511397364469065E-5	3	1	466	22100	OG0088088;OG0017704;OG0047525
[OVER]	GO:0021666	rhombomere 5 formation	BIOLOGICAL_PROCESS	0.010449580108721193	3.511397364469065E-5	3	1	466	22100	OG0088088;OG0017704;OG0047525
[OVER]	GO:0021659	rhombomere 3 structural organization	BIOLOGICAL_PROCESS	0.010449580108721193	3.511397364469065E-5	3	1	466	22100	OG0088088;OG0017704;OG0047525
[OVER]	GO:0021660	rhombomere 3 formation	BIOLOGICAL_PROCESS	0.010449580108721193	3.511397364469065E-5	3	1	466	22100	OG0088088;OG0017704;OG0047525
[OVER]	GO:1904401	cellular response to Thyroid stimulating hormone	BIOLOGICAL_PROCESS	0.010449580108721193	3.511397364469065E-5	3	1	466	22100	OG0024889;OG0054489;OG0073535
[OVER]	GO:0031465	Cul4B-RING E3 ubiquitin ligase complex	CELLULAR_COMPONENT	0.010449580108721193	3.500165823436741E-5	4	6	465	22095	OG0026933;OG0069225;OG0059280;OG0018470
[OVER]	GO:0032570	response to progesterone	BIOLOGICAL_PROCESS	0.012907165931563455	4.389481531381904E-5	16	223	453	21878	OG0067298;OG0069027;OG0023020;OG0083480;OG0085246;OG0012989;OG0085951;OG0007248;OG0083315;OG0033355;OG0001144;OG0040763;OG0011681;OG0090961;OG0001457;OG0044409
[OVER]	GO:2000182	regulation of progesterone biosynthetic process	BIOLOGICAL_PROCESS	0.013142204058644249	4.5428524908087285E-5	5	15	464	22086	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0002042	cell migration involved in sprouting angiogenesis	BIOLOGICAL_PROCESS	0.014684156578432157	5.3540048670979626E-5	16	227	453	21874	OG0067298;OG0047525;OG0049863;OG0017898;OG0030953;OG0049420;OG0088088;OG0017704;OG0033303;OG0086787;OG0005862;OG0031400;OG0021528;OG0041119;OG0069928;OG0020999
[OVER]	GO:0006293	nucleotide-excision repair, preincision complex stabilization	BIOLOGICAL_PROCESS	0.014684156578432157	5.3633081123363696E-5	6	27	463	22074	OG0057063;OG0026933;OG0069225;OG0059280;OG0073554;OG0018470
[OVER]	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	MOLECULAR_FUNCTION	0.014684156578432157	5.4099524236328994E-5	4	7	465	22094	OG0049881;OG0030302;OG0067748;OG0060478
[OVER]	GO:0051572	negative regulation of histone H3-K4 methylation	BIOLOGICAL_PROCESS	0.01573563904623195	5.8610477419163545E-5	5	16	464	22085	OG0026825;OG0025559;OG0004216;OG0015171;OG0090560
[OVER]	GO:0035914	skeletal muscle cell differentiation	BIOLOGICAL_PROCESS	0.015982373774545505	6.017654902966527E-5	18	281	451	21820	OG0047525;OG0069027;OG0049863;OG0073920;OG0030953;OG0049420;OG0014676;OG0088088;OG0017704;OG0085246;OG0084413;OG0033303;OG0086787;OG0007248;OG0005862;OG0033355;OG0090961;OG0008559
[OVER]	GO:0071455	cellular response to hyperoxia	BIOLOGICAL_PROCESS	0.019940250407636795	7.588597321124935E-5	6	29	463	22072	OG0008510;OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0009785	blue light signaling pathway	BIOLOGICAL_PROCESS	0.020536457788017996	7.981781164573795E-5	4	8	465	22093	OG0018298;OG0059632;OG0045397;OG0031754
[OVER]	GO:0097250	mitochondrial respirasome assembly	BIOLOGICAL_PROCESS	0.021783073091756266	8.642676773247426E-5	3	2	466	22099	OG0070400;OG0089646;OG0090711
[OVER]	GO:0005833	hemoglobin complex	CELLULAR_COMPONENT	0.021783073091756266	8.642676773247426E-5	3	2	466	22099	OG0088477;OG0014195;OG0021893
[OVER]	GO:0060086	circadian temperature homeostasis	BIOLOGICAL_PROCESS	0.02611141632347541	1.1628565974017391E-4	5	19	464	22082	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:1902949	positive regulation of tau-protein kinase activity	BIOLOGICAL_PROCESS	0.02611141632347541	1.1628565974017391E-4	5	19	464	22082	OG0090372;OG0047525;OG0033303;OG0086787;OG0001457
[OVER]	GO:0003913	DNA photolyase activity	MOLECULAR_FUNCTION	0.02611141632347541	1.1340200196214958E-4	4	9	465	22092	OG0018298;OG0059632;OG0031754;OG0031705
[OVER]	GO:0051412	response to corticosterone	BIOLOGICAL_PROCESS	0.028379152820659437	1.2753384465964362E-4	12	147	457	21954	OG0069027;OG0007248;OG0083315;OG0040872;OG0033355;OG0001144;OG0040763;OG0017612;OG0044813;OG0090961;OG0083480;OG0085246
[OVER]	GO:0031396	regulation of protein ubiquitination	BIOLOGICAL_PROCESS	0.02879103936558286	1.3055046190061864E-4	31	693	438	21408	OG0018298;OG0026835;OG0069225;OG0059280;OG0084486;OG0007185;OG0031926;OG0012989;OG0087970;OG0031329;OG0032683;OG0086655;OG0088558;OG0089529;OG0003584;OG0002676;OG0039792;OG0017515;OG0026120;OG0059632;OG0007230;OG0057652;OG0085951;OG0058521;OG0088329;OG0040763;OG0029887;OG0040567;OG0001457;OG0041119;OG0091253
[OVER]	GO:0010385	double-stranded methylated DNA binding	MOLECULAR_FUNCTION	0.030165425082460843	1.4288885565376188E-4	5	20	464	22081	OG0047525;OG0033303;OG0086787;OG0088088;OG0017704
[OVER]	GO:0033864	positive regulation of NAD(P)H oxidase activity	BIOLOGICAL_PROCESS	0.03214322852957452	1.5616143415177905E-4	4	10	465	22091	OG0008062;OG0036123;OG0055758;OG0039792
[OVER]	GO:0061615	glycolytic process through fructose-6-phosphate	BIOLOGICAL_PROCESS	0.034625167279748174	1.7242492208133705E-4	7	50	462	22051	OG0010743;OG0049577;OG0054036;OG0030980;OG0030651;OG0031941;OG0022833
[OVER]	GO:0030150	protein import into mitochondrial matrix	BIOLOGICAL_PROCESS	0.03464125502294953	1.7390751509496928E-4	5	21	464	22080	OG0084039;OG0072997;OG0040195;OG0072272;OG0070579
[OVER]	GO:0071496	cellular response to external stimulus	BIOLOGICAL_PROCESS	0.034752807064708735	1.7587452967970007E-4	55	1549	414	20552	OG0001737;OG0045397;OG0025743;OG0011815;OG0088088;OG0084486;OG0036725;OG0056378;OG0037731;OG0007248;OG0005862;OG0089529;OG0030980;OG0020769;OG0002236;OG0020768;OG0047301;OG0049566;OG0046612;OG0049881;OG0030302;OG0083480;OG0036729;OG0025293;OG0068463;OG0033303;OG0086787;OG0031400;OG0083315;OG0090961;OG0019054;OG0020999;OG0069027;OG0023020;OG0027784;OG0017704;OG0031329;OG0008510;OG0033355;OG0071472;OG0024548;OG0047525;OG0049863;OG0072207;OG0025356;OG0018944;OG0049420;OG0071759;OG0085246;OG0047087;OG0060478;OG0040763;OG0067748;OG0069928;OG0044409
[OVER]	GO:0098803	respiratory chain complex	CELLULAR_COMPONENT	0.035146922949791735	1.792919956143222E-4	8	68	461	22033	OG0070400;OG0072335;OG0008682;OG0022265;OG0047863;OG0072392;OG0059162;OG0087996
[OVER]	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	BIOLOGICAL_PROCESS	0.03536089028686645	1.8181510390413117E-4	23	454	446	21647	OG0015686;OG0008062;OG0089269;OG0055758;OG0048185;OG0012989;OG0015319;OG0060546;OG0057652;OG0085951;OG0058521;OG0031400;OG0088329;OG0003584;OG0074179;OG0002676;OG0036123;OG0067517;OG0040999;OG0032391;OG0044409;OG0020999;OG0006208
[OVER]	GO:0045475	locomotor rhythm	BIOLOGICAL_PROCESS	0.0369047338471233	1.9124720374217742E-4	12	154	457	21947	OG0018298;OG0067298;OG0047525;OG0033303;OG0059632;OG0086787;OG0033355;OG0013919;OG0090961;OG0088088;OG0017704;OG0031329
[OVER]	GO:0051591	response to cAMP	BIOLOGICAL_PROCESS	0.03926016877760101	2.0771867040978746E-4	24	489	445	21612	OG0047525;OG0024889;OG0001737;OG0069027;OG0073535;OG0083480;OG0088088;OG0017704;OG0085246;OG0086200;OG0056265;OG0032683;OG0033303;OG0086787;OG0007248;OG0066923;OG0083315;OG0054489;OG0054732;OG0033355;OG0001144;OG0090961;OG0067517;OG0091003
[OVER]	GO:0004129	cytochrome-c oxidase activity	MOLECULAR_FUNCTION	0.03926016877760101	2.0946061935265146E-4	4	11	465	22090	OG0070400;OG0072335;OG0072392;OG0070566
[OVER]	GO:0070069	cytochrome complex	CELLULAR_COMPONENT	0.03926016877760101	2.0981142828515518E-4	5	22	464	22079	OG0070400;OG0072335;OG0072392;OG0059162;OG0070566
